term,week,weekly_score,category
netflix stock,2021-07-25,152,streaming
netflix stock,2021-08-01,52,streaming
netflix stock,2021-08-08,117,streaming
netflix stock,2021-08-15,48,streaming
netflix stock,2021-08-22,25,streaming
netflix stock,2021-08-29,32,streaming
netflix stock,2021-09-05,63,streaming
netflix stock,2021-09-12,47,streaming
netflix stock,2021-09-19,120,streaming
netflix stock,2021-09-26,280,streaming
netflix stock,2021-10-03,95,streaming
netflix stock,2021-10-10,174,streaming
netflix stock,2021-10-17,389,streaming
netflix stock,2021-10-24,85,streaming
netflix stock,2021-10-31,66,streaming
netflix stock,2021-11-07,191,streaming
netflix stock,2021-11-14,123,streaming
netflix stock,2021-11-21,33,streaming
netflix stock,2021-11-28,48,streaming
netflix stock,2021-12-05,40,streaming
netflix stock,2021-12-12,34,streaming
netflix stock,2021-12-19,56,streaming
netflix stock,2021-12-26,26,streaming
netflix stock,2022-01-02,60,streaming
netflix stock,2022-01-09,145,streaming
netflix stock,2022-01-16,1957,streaming
netflix stock,2022-01-23,1366,streaming
netflix stock,2022-01-30,653,streaming
netflix stock,2022-02-06,413,streaming
netflix stock,2022-02-13,221,streaming
netflix stock,2022-02-20,147,streaming
netflix stock,2022-02-27,127,streaming
netflix stock,2022-03-06,212,streaming
netflix stock,2022-03-13,162,streaming
netflix stock,2022-03-20,177,streaming
netflix stock,2022-03-27,130,streaming
netflix stock,2022-04-03,187,streaming
netflix stock,2022-04-10,52,streaming
netflix stock,2022-04-17,10269,streaming
netflix stock,2022-04-24,3982,streaming
netflix stock,2022-05-01,1356,streaming
netflix stock,2022-05-08,1271,streaming
netflix stock,2022-05-15,702,streaming
netflix stock,2022-05-22,444,streaming
netflix stock,2022-05-29,288,streaming
netflix stock,2022-06-05,356,streaming
netflix stock,2022-06-12,360,streaming
netflix stock,2022-06-19,455,streaming
netflix stock,2022-06-26,288,streaming
netflix stock,2022-07-03,96,streaming
netflix stock,2022-07-10,293,streaming
netflix stock,2022-07-17,1379,streaming
netflix stock,2022-07-24,322,streaming
netflix stock,2022-07-31,118,streaming
netflix stock,2022-08-07,138,streaming
netflix stock,2022-08-14,265,streaming
netflix stock,2022-08-21,106,streaming
netflix stock,2022-08-28,85,streaming
netflix stock,2022-09-04,51,streaming
netflix stock,2022-09-11,104,streaming
netflix stock,2022-09-18,190,streaming
netflix stock,2022-09-25,87,streaming
netflix stock,2022-10-02,149,streaming
netflix stock,2022-10-09,170,streaming
netflix stock,2022-10-16,446,streaming
netflix stock,2022-10-23,168,streaming
netflix stock,2022-10-30,160,streaming
netflix stock,2022-11-06,94,streaming
netflix stock,2022-11-13,190,streaming
netflix stock,2022-11-20,58,streaming
netflix stock,2022-11-27,110,streaming
netflix stock,2022-12-04,67,streaming
netflix stock,2022-12-11,171,streaming
netflix stock,2022-12-18,205,streaming
netflix stock,2022-12-25,64,streaming
netflix stock,2023-01-01,35,streaming
netflix stock,2023-01-08,244,streaming
netflix stock,2023-01-15,265,streaming
netflix stock,2023-01-22,256,streaming
netflix stock,2023-01-29,424,streaming
netflix stock,2023-02-05,259,streaming
netflix stock,2023-02-12,141,streaming
netflix stock,2023-02-19,53,streaming
netflix stock,2023-02-26,62,streaming
netflix stock,2023-03-05,33,streaming
netflix stock,2023-03-12,51,streaming
netflix stock,2023-03-19,65,streaming
netflix stock,2023-03-26,53,streaming
netflix stock,2023-04-02,26,streaming
netflix stock,2023-04-09,33,streaming
netflix stock,2023-04-16,263,streaming
netflix stock,2023-04-23,145,streaming
netflix stock,2023-04-30,36,streaming
netflix stock,2023-05-07,67,streaming
netflix stock,2023-05-14,75,streaming
netflix stock,2023-05-21,300,streaming
netflix stock,2023-05-28,232,streaming
netflix stock,2023-06-04,215,streaming
netflix stock,2023-06-11,222,streaming
netflix stock,2023-06-18,200,streaming
netflix stock,2023-06-25,148,streaming
netflix stock,2023-07-02,100,streaming
netflix stock,2023-07-09,167,streaming
netflix stock,2023-07-16,610,streaming
netflix stock,2023-07-23,171,streaming
netflix stock,2023-07-30,147,streaming
netflix stock,2023-08-06,115,streaming
netflix stock,2023-08-13,83,streaming
netflix stock,2023-08-20,38,streaming
netflix stock,2023-08-27,99,streaming
netflix stock,2023-09-03,48,streaming
netflix stock,2023-09-10,54,streaming
netflix stock,2023-09-17,87,streaming
netflix stock,2023-09-24,36,streaming
netflix stock,2023-10-01,34,streaming
netflix stock,2023-10-08,87,streaming
netflix stock,2023-10-15,303,streaming
netflix stock,2023-10-22,81,streaming
netflix stock,2023-10-29,129,streaming
netflix stock,2023-11-05,140,streaming
netflix stock,2023-11-12,61,streaming
netflix stock,2023-11-19,155,streaming
netflix stock,2023-11-26,47,streaming
netflix stock,2023-12-03,75,streaming
netflix stock,2023-12-10,41,streaming
netflix stock,2023-12-17,55,streaming
netflix stock,2023-12-24,134,streaming
netflix stock,2023-12-31,177,streaming
netflix stock,2024-01-07,66,streaming
netflix stock,2024-01-14,30,streaming
netflix stock,2024-01-21,420,streaming
netflix stock,2024-01-28,195,streaming
netflix stock,2024-02-04,60,streaming
netflix stock,2024-02-11,26,streaming
netflix stock,2024-02-18,116,streaming
netflix stock,2024-02-25,163,streaming
netflix stock,2024-03-03,133,streaming
netflix stock,2024-03-10,82,streaming
netflix stock,2024-03-17,40,streaming
netflix stock,2024-03-24,121,streaming
netflix stock,2024-03-31,28,streaming
netflix stock,2024-04-07,40,streaming
netflix stock,2024-04-14,282,streaming
netflix stock,2024-04-21,252,streaming
netflix stock,2024-04-28,31,streaming
netflix stock,2024-05-05,95,streaming
netflix stock,2024-05-12,29,streaming
netflix stock,2024-05-19,46,streaming
netflix stock,2024-05-26,146,streaming
netflix stock,2024-06-02,24,streaming
netflix stock,2024-06-09,25,streaming
netflix stock,2024-06-16,126,streaming
netflix stock,2024-06-23,65,streaming
netflix stock,2024-06-30,116,streaming
netflix stock,2024-07-07,44,streaming
netflix stock,2024-07-14,79,streaming
netflix stock,2024-07-21,3011,streaming
netflix stock,2024-07-28,1254,streaming
netflix stock,2024-08-04,102,streaming
netflix stock,2024-08-11,13,streaming
netflix stock,2024-08-18,33,streaming
netflix stock,2024-08-25,72,streaming
netflix stock,2024-09-01,14,streaming
netflix stock,2024-09-08,144,streaming
netflix stock,2024-09-15,16,streaming
netflix stock,2024-09-22,78,streaming
netflix stock,2024-09-29,32,streaming
netflix stock,2024-10-06,22,streaming
netflix stock,2024-10-13,260,streaming
netflix stock,2024-10-20,167,streaming
netflix stock,2024-10-27,141,streaming
netflix stock,2024-11-03,43,streaming
netflix stock,2024-11-10,293,streaming
netflix stock,2024-11-17,325,streaming
netflix stock,2024-11-24,68,streaming
netflix stock,2024-12-01,85,streaming
netflix stock,2024-12-08,91,streaming
netflix stock,2024-12-15,65,streaming
netflix stock,2024-12-22,105,streaming
netflix stock,2024-12-29,34,streaming
netflix stock,2025-01-05,141,streaming
netflix stock,2025-01-12,135,streaming
netflix stock,2025-01-19,637,streaming
netflix stock,2025-01-26,151,streaming
netflix stock,2025-02-02,116,streaming
netflix stock,2025-02-09,201,streaming
netflix stock,2025-02-16,53,streaming
netflix stock,2025-02-23,92,streaming
netflix stock,2025-03-02,245,streaming
netflix stock,2025-03-09,108,streaming
netflix stock,2025-03-16,340,streaming
netflix stock,2025-03-23,65,streaming
netflix stock,2025-03-30,103,streaming
netflix stock,2025-04-06,213,streaming
netflix stock,2025-04-13,177,streaming
netflix stock,2025-04-20,180,streaming
netflix stock,2025-04-27,128,streaming
netflix stock,2025-05-04,152,streaming
netflix stock,2025-05-11,144,streaming
netflix stock,2025-05-18,81,streaming
netflix stock,2025-05-25,129,streaming
netflix stock,2025-06-01,162,streaming
netflix stock,2025-06-08,279,streaming
netflix stock,2025-06-15,115,streaming
netflix stock,2025-06-22,84,streaming
netflix stock,2025-06-29,59,streaming
netflix stock,2025-07-06,1002,streaming
netflix stock,2025-07-13,794,streaming
netflix teaser trailer stranger things,2020-08-16,62,streaming
netflix teaser trailer stranger things,2020-08-23,,streaming
netflix teaser trailer stranger things,2020-08-30,,streaming
netflix teaser trailer stranger things,2020-09-06,61,streaming
netflix teaser trailer stranger things,2020-09-13,,streaming
netflix teaser trailer stranger things,2020-09-20,,streaming
netflix teaser trailer stranger things,2020-09-27,,streaming
netflix teaser trailer stranger things,2020-10-04,,streaming
netflix teaser trailer stranger things,2020-10-11,100,streaming
netflix teaser trailer stranger things,2020-10-18,,streaming
netflix teaser trailer stranger things,2020-10-25,,streaming
netflix teaser trailer stranger things,2020-11-01,100,streaming
netflix teaser trailer stranger things,2020-11-08,100,streaming
netflix teaser trailer stranger things,2020-11-15,,streaming
netflix teaser trailer stranger things,2020-11-22,100,streaming
netflix teaser trailer stranger things,2020-11-29,,streaming
netflix teaser trailer stranger things,2020-12-06,161,streaming
netflix teaser trailer stranger things,2020-12-13,13,streaming
netflix teaser trailer stranger things,2020-12-20,,streaming
netflix teaser trailer stranger things,2020-12-27,,streaming
netflix teaser trailer stranger things,2021-01-03,,streaming
netflix teaser trailer stranger things,2021-01-10,,streaming
netflix teaser trailer stranger things,2021-01-17,,streaming
netflix teaser trailer stranger things,2021-01-24,,streaming
netflix teaser trailer stranger things,2021-01-31,100,streaming
netflix teaser trailer stranger things,2021-02-07,347,streaming
netflix teaser trailer stranger things,2021-02-14,,streaming
netflix teaser trailer stranger things,2021-02-21,100,streaming
netflix teaser trailer stranger things,2021-02-28,,streaming
netflix teaser trailer stranger things,2021-03-07,241,streaming
netflix teaser trailer stranger things,2021-03-14,,streaming
netflix teaser trailer stranger things,2021-03-21,100,streaming
netflix teaser trailer stranger things,2021-03-28,,streaming
netflix teaser trailer stranger things,2021-04-04,,streaming
netflix teaser trailer stranger things,2021-04-11,,streaming
netflix teaser trailer stranger things,2021-04-18,,streaming
netflix teaser trailer stranger things,2021-04-25,,streaming
netflix teaser trailer stranger things,2021-05-02,,streaming
netflix teaser trailer stranger things,2021-05-09,,streaming
netflix teaser trailer stranger things,2021-05-16,64,streaming
netflix teaser trailer stranger things,2021-05-23,52,streaming
netflix teaser trailer stranger things,2021-05-30,294,streaming
netflix teaser trailer stranger things,2021-06-06,100,streaming
netflix teaser trailer stranger things,2021-06-13,,streaming
netflix teaser trailer stranger things,2021-06-20,,streaming
netflix teaser trailer stranger things,2021-06-27,100,streaming
netflix teaser trailer stranger things,2021-07-04,200,streaming
netflix teaser trailer stranger things,2021-07-11,100,streaming
netflix teaser trailer stranger things,2021-07-18,200,streaming
netflix teaser trailer stranger things,2021-07-25,,streaming
netflix teaser trailer stranger things,2021-08-01,,streaming
netflix teaser trailer stranger things,2021-08-08,,streaming
netflix teaser trailer stranger things,2021-08-15,,streaming
netflix teaser trailer stranger things,2021-08-22,,streaming
netflix teaser trailer stranger things,2021-08-29,,streaming
netflix teaser trailer stranger things,2021-09-05,100,streaming
netflix teaser trailer stranger things,2021-09-12,,streaming
netflix teaser trailer stranger things,2021-09-19,100,streaming
netflix teaser trailer stranger things,2021-09-26,200,streaming
netflix teaser trailer stranger things,2021-10-03,170,streaming
netflix teaser trailer stranger things,2021-10-10,,streaming
netflix teaser trailer stranger things,2021-10-17,100,streaming
netflix teaser trailer stranger things,2021-10-24,,streaming
netflix teaser trailer stranger things,2021-10-31,,streaming
netflix teaser trailer stranger things,2021-11-07,,streaming
netflix teaser trailer stranger things,2021-11-14,,streaming
netflix teaser trailer stranger things,2021-11-21,95,streaming
netflix teaser trailer stranger things,2021-11-28,89,streaming
netflix teaser trailer stranger things,2021-12-05,,streaming
netflix teaser trailer stranger things,2021-12-12,100,streaming
netflix teaser trailer stranger things,2021-12-19,,streaming
netflix teaser trailer stranger things,2021-12-26,100,streaming
netflix teaser trailer stranger things,2022-01-02,200,streaming
netflix teaser trailer stranger things,2022-01-09,,streaming
netflix teaser trailer stranger things,2022-01-16,,streaming
netflix teaser trailer stranger things,2022-01-23,31,streaming
netflix teaser trailer stranger things,2022-01-30,100,streaming
netflix teaser trailer stranger things,2022-02-06,,streaming
netflix teaser trailer stranger things,2022-02-13,59,streaming
netflix teaser trailer stranger things,2022-02-20,100,streaming
netflix teaser trailer stranger things,2022-02-27,,streaming
netflix teaser trailer stranger things,2022-03-06,57,streaming
netflix teaser trailer stranger things,2022-03-13,100,streaming
netflix teaser trailer stranger things,2022-03-20,98,streaming
netflix teaser trailer stranger things,2022-03-27,,streaming
netflix teaser trailer stranger things,2022-04-03,98,streaming
netflix teaser trailer stranger things,2022-04-10,,streaming
netflix teaser trailer stranger things,2022-04-17,100,streaming
netflix teaser trailer stranger things,2022-04-24,,streaming
netflix teaser trailer stranger things,2022-05-01,80,streaming
netflix teaser trailer stranger things,2022-05-08,88,streaming
netflix teaser trailer stranger things,2022-05-15,100,streaming
netflix teaser trailer stranger things,2022-05-22,,streaming
netflix teaser trailer stranger things,2022-05-29,160,streaming
netflix teaser trailer stranger things,2022-06-05,100,streaming
netflix teaser trailer stranger things,2022-06-12,200,streaming
netflix teaser trailer stranger things,2022-06-19,,streaming
netflix teaser trailer stranger things,2022-06-26,105,streaming
netflix teaser trailer stranger things,2022-07-03,,streaming
netflix teaser trailer stranger things,2022-07-10,100,streaming
netflix teaser trailer stranger things,2022-07-17,,streaming
netflix teaser trailer stranger things,2022-07-24,,streaming
netflix teaser trailer stranger things,2022-07-31,100,streaming
netflix teaser trailer stranger things,2022-08-07,,streaming
netflix teaser trailer stranger things,2022-08-14,,streaming
netflix teaser trailer stranger things,2022-08-21,100,streaming
netflix teaser trailer stranger things,2022-08-28,138,streaming
netflix teaser trailer stranger things,2022-09-04,,streaming
netflix teaser trailer stranger things,2022-09-11,300,streaming
